날짜,시간,국가,경제지표,실제,예상,이전,중요도
08.04 (Fri), 21:30,us,실업률 Jul,4.3%,4.3%,4.4%,상
08.03 (Thu), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Jul,53.9,57,57.4,상
08.03 (Thu), 20:00,gb,BoE MPC 투표 변경 없음 ,6/8,6/8,5/8,상
08.03 (Thu), 20:00,gb,비오이 MPC 투표 하이킹 ,2/8,2/8,3/8,상
08.03 (Thu), 20:00,gb,MPC 회의록 ,,,,상
08.03 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.25%,0.25%,0.25%,상
08.03 (Thu), 20:00,gb,영란은행 양적완화 ,￡435B,￡435B,￡435B,상
08.03 (Thu), 20:00,gb,BoE MPC 투표 삭감 ,0/8,0/8,0/8,상
08.02 (Wed), 21:15,us,ADP 고용변화 Jul,178K,185K,191K,상
08.01 (Tue), 23:00,us,ISM 제조업 PMI Jul,56.3,56.5,57.8,상
08.01 (Tue), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Jul,51.1,50.4,50.4,상
07.31 (Mon), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Jul,51.4,51.6,51.7,상
07.28 (Fri), 21:30,us,경제성장률(QoQ) 추정 Q2,2.6%,2.6%,1.2%,상
07.28 (Fri), 08:05,gb,GFK 소비자 신뢰지수 Jul,-12,-11,-10,상
07.27 (Thu), 21:30,us,내구재 주문 (월간) Jun,6.5%,3%,-0.1%,상
07.27 (Thu), 08:00,kr,GDP 성장률(분기대비) 예비치 Q2,0.6%,0.6%,0.5%,상
07.27 (Thu), 08:00,kr,GDP 성장률(연간) 예비치 Q2,2.7%,2.7%,2.4%,상
07.27 (Thu), 03:00,us,연준 기준금리 결정 ,1.25%,1.25%,1.25%,상
07.26 (Wed), 23:00,us,신규주택판매 Jun,610K,620K,605K,상
07.26 (Wed), 17:30,gb,경제성장률(QoQ) 예상 Q2,0.3%,0.3%,0.2%,상
07.26 (Wed), 17:30,gb,경제성장률(YoY) 예상 Q2,1.7%,1.7%,2%,상
07.24 (Mon), 23:00,us,기존주택판매 Jun,5.52M,5.58M,5.62M,상
07.18 (Tue), 17:30,gb,인플레이션율(YoY) Jun,2.6%,2.9%,2.9%,상
07.17 (Mon), 11:00,cn,경제성장률(QoQ) Q2,1.7%,1.7%,1.3%,상
07.17 (Mon), 11:00,cn,경제성장률(YoY) Q2,6.9%,6.8%,6.9%,상
07.14 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Jul,93.1,95,95.1,상
07.14 (Fri), 21:30,us,핵심물가상승률 (YoY) Jun,1.7%,1.7%,1.7%,상
07.14 (Fri), 21:30,us,인플레이션율(YoY) Jun,1.6%,1.7%,1.9%,상
07.14 (Fri), 21:30,us,월간 소매 판매 Jun,-0.2%,0.1%,-0.1%,상
07.13 (Thu), 23:00,us,Fed Yellen Testimony Before Congress ,,,,상
07.13 (Thu), 12:00,cn,무역수지 Jun,$42.77B,$42.44B,$40.79B,상
07.13 (Thu), 12:00,cn,수입(YoY) Jun,17.2%,13.1%,14.8%,상
07.13 (Thu), 12:00,cn,수출(YoY) Jun,11.3%,8.7%,8.7%,상
07.12 (Wed), 23:00,us,Fed Yellen Testimony Before Congress ,,,,상
07.12 (Wed), 17:30,gb,실업률 May,4.5%,4.6%,4.6%,상
07.12 (Wed), 17:30,gb,실업수당청구 변동 Jun,5.9K,10K,7.7K,상
07.10 (Mon), 10:30,cn,인플레이션율(YoY) Jun,1.5%,1.5%,1.5%,상
07.07 (Fri), 21:30,us,실업률 Jun,4.4%,4.3%,4.3%,상
07.07 (Fri), 21:30,us,비 농장 급여 Jun,222K,179K,152K,상
07.07 (Fri), 17:30,gb,무역수지 May,￡-3.07B,,￡-2.12B,상
07.06 (Thu), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Jun,57.4,56.5,56.9,상
07.06 (Thu), 21:30,us,무역수지 May,$-46.5B,$-46.2B,$-47.6B,상
07.06 (Thu), 21:15,us,ADP 고용변화 Jun,158K,185K,230K,상
07.06 (Thu), 03:00,us,FOMC 회의록 ,,,,상
07.03 (Mon), 23:00,us,ISM 제조업 PMI Jun,57.8,55.2,54.9,상
07.03 (Mon), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Jun,50.4,49.5,49.6,상
06.30 (Fri), 17:30,gb,경제성장률(YoY) 최종 Q1,2%,2%,1.9%,상
06.30 (Fri), 17:30,gb,경제성장률(QoQ) 최종 Q1,0.2%,0.2%,0.7%,상
06.30 (Fri), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Jun,51.7,51,51.2,상
06.30 (Fri), 08:01,gb,GFK 소비자 신뢰지수 Jun,-10,-7,-5,상
06.29 (Thu), 21:30,us,경제성장률(QoQ) 최종 Q1,1.4%,1.2%,2.1%,상
06.26 (Mon), 21:30,us,내구재 주문 (월간) May,-1.1%,-0.6%,-0.9%,상
06.23 (Fri), 23:00,us,신규주택판매 May,610K,597K,593K,상
06.21 (Wed), 23:00,us,기존주택판매 May,5.62M,5.55M,5.56M,상
06.16 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Jun,94.5,97,97.1,상
06.15 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.25%,0.25%,0.25%,상
06.15 (Thu), 20:00,gb,MPC 회의록 ,,,,상
06.15 (Thu), 20:00,gb,영란은행 양적완화 ,￡435B,￡435B,￡435B,상
06.15 (Thu), 03:30,us,연준 기자 회견 ,,,,상
06.15 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
06.15 (Thu), 03:00,us,연준 기준금리 결정 ,1.25%,1.25%,1%,상
06.14 (Wed), 21:30,us,인플레이션율(YoY) May,1.9%,2%,2.2%,상
06.14 (Wed), 21:30,us,핵심물가상승률 (YoY) May,1.7%,1.9%,1.9%,상
06.14 (Wed), 21:30,us,월간 소매 판매 May,-0.3%,0.1%,0.4%,상
06.14 (Wed), 17:30,gb,실업률 Apr,4.6%,4.6%,4.6%,상
06.14 (Wed), 17:30,gb,실업수당청구 변동 May,7.3K,20.3K,22K,상
06.13 (Tue), 17:30,gb,인플레이션율(YoY) May,2.9%,2.7%,2.7%,상
06.09 (Fri), 17:30,gb,무역수지 Apr,￡-2.05B,,￡-3.90B,상
06.09 (Fri), 10:30,cn,인플레이션율(YoY) May,1.5%,1.5%,1.2%,상
06.08 (Thu), 15:00,gb,총선 ,,,,상
06.08 (Thu), 12:00,cn,수입(YoY) May,14.8%,8.5%,11.9%,상
06.08 (Thu), 12:00,cn,수출(YoY) May,8.7%,7%,8.0%,상
06.08 (Thu), 12:00,cn,무역수지 May,$40.81B,$46.32B,$38.05B,상
06.05 (Mon), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) May,56.9,57,57.5,상
06.02 (Fri), 21:30,us,비 농장 급여 May,138K,185K,174K,상
06.02 (Fri), 21:30,us,실업률 May,4.3%,4.4%,4.4%,상
06.02 (Fri), 21:30,us,무역수지 Apr,$-47.6B,$-46.1B,$-45.3B,상
06.01 (Thu), 23:00,us,ISM 제조업 PMI May,54.9,54.5,54.8,상
06.01 (Thu), 21:15,us,ADP 고용변화 May,253K,185K,174K,상
06.01 (Thu), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) May,49.6,50.1,50.3,상
05.31 (Wed), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) May,51.2,51,51.2,상
05.31 (Wed), 08:01,gb,GFK 소비자 신뢰지수 May,-5,-8,-7,상
05.26 (Fri), 21:30,us,경제성장률(QoQ) 2차 추정치 Q1,1.2%,0.9%,2.1%,상
05.26 (Fri), 21:30,us,내구재 주문 (월간) Apr,-0.7%,-1.2%,2.3%,상
05.25 (Thu), 17:30,gb,GDP 성장률 2분기 추정치 (전년대비) Q1,2%,2.1%,1.9%,상
05.25 (Thu), 17:30,gb,GDP 성장률 2분기 추정치 (분기대비) Q1,0.2%,0.3%,0.7%,상
05.25 (Thu), 03:00,us,FOMC 회의록 ,,,,상
05.24 (Wed), 23:00,us,기존주택판매 Apr,5.57M,5.65M,5.70M,상
05.23 (Tue), 23:00,us,신규주택판매 Apr,569K,610K,642K,상
05.17 (Wed), 17:30,gb,실업률 Mar,4.6%,4.7%,4.7%,상
05.17 (Wed), 17:30,gb,실업수당청구 변동 Apr,19.4K,7.5K,33.5K,상
05.16 (Tue), 17:30,gb,인플레이션율(YoY) Apr,2.7%,2.6%,2.3%,상
05.12 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 May,97.7,97,97,상
05.12 (Fri), 21:30,us,핵심물가상승률 (YoY) Apr,1.9%,2%,2%,상
05.12 (Fri), 21:30,us,인플레이션율(YoY) Apr,2.2%,2.3%,2.4%,상
05.12 (Fri), 21:30,us,월간 소매 판매 Apr,0.4%,0.6%,0.1%,상
05.11 (Thu), 20:00,gb,영란은행 기준금리 결정 ,0.25%,0.25%,0.25%,상
05.11 (Thu), 20:00,gb,영란은행 양적완화 ,￡435B,￡435B,￡435B,상
05.11 (Thu), 20:00,gb,MPC 회의록 ,,,,상
05.11 (Thu), 17:30,gb,무역수지 Mar,￡-4.90B,,￡-2.65B,상
05.10 (Wed), 10:30,cn,인플레이션율(YoY) Apr,1.2%,1.1%,0.9%,상
05.08 (Mon), 13:00,cn,수입(YoY) Apr,11.9%,18%,20.3%,상
05.08 (Mon), 13:00,cn,수출(YoY) Apr,8.0%,10.4%,16.4%,상
05.08 (Mon), 13:00,cn,무역수지 Apr,$38.05B,$35.5B,$23.93B,상
05.05 (Fri), 21:30,us,실업률 Apr,4.4%,4.6%,4.5%,상
05.05 (Fri), 21:30,us,비 농장 급여 Apr,211K,185K,79K,상
05.04 (Thu), 21:30,us,무역수지 Mar,$-43.7B,$-44.5B,$-43.8B,상
05.04 (Thu), 03:00,us,연준 기준금리 결정 ,1%,1%,1%,상
05.03 (Wed), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Apr,57.5,55.8,55.2,상
05.03 (Wed), 21:15,us,ADP 고용변화 Apr,177K,175K,255K,상
05.02 (Tue), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Apr,50.3,51.2,51.2,상
05.01 (Mon), 23:00,us,ISM 제조업 PMI Apr,54.8,56.5,57.2,상
04.30 (Sun), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Apr,51.2,51.6,51.8,상
04.28 (Fri), 21:30,us,경제성장률(QoQ) 추정 Q1,0.7%,1.1%,2.1%,상
04.28 (Fri), 17:30,gb,경제성장률(YoY) 예상 Q1,2.1%,2.2%,1.9%,상
04.28 (Fri), 17:30,gb,경제성장률(QoQ) 예상 Q1,0.3%,0.4%,0.7%,상
04.28 (Fri), 08:05,gb,GFK 소비자 신뢰지수 Apr,-7,-7,-6,상
04.27 (Thu), 21:30,us,내구재 주문 (월간) Mar,0.7%,1.2%,2.3%,상
04.27 (Thu), 08:00,kr,GDP 성장률 (연간) 교수실 Q1,2.7%,2.6%,2.4%,상
04.27 (Thu), 08:00,kr,GDP 성장률(분기대비) 예비치 Q1,0.9%,0.7%,0.5%,상
04.25 (Tue), 23:00,us,신규주택판매 Mar,621K,583K,587K,상
04.21 (Fri), 23:00,us,기존주택판매 Mar,5.71M,5.6M,5.47M,상
04.18 (Tue), 19:05,gb,총리 연설 ,,,,상
04.17 (Mon), 11:00,cn,경제성장률(YoY) Q1,6.9%,6.8%,6.8%,상
04.17 (Mon), 11:00,cn,경제성장률(QoQ) Q1,1.3%,1.6%,1.7%,상
04.14 (Fri), 21:30,us,인플레이션율(YoY) Mar,2.4%,2.6%,2.7%,상
04.14 (Fri), 21:30,us,핵심물가상승률 (YoY) Mar,2%,2.3%,2.2%,상
04.14 (Fri), 21:30,us,월간 소매 판매 Mar,-0.2%,-0.1%,-0.3%,상
04.13 (Thu), 23:00,us,미시건대 소비자신뢰지수 예상 Apr,98,96.5,96.9,상
04.13 (Thu), 11:00,cn,수입(YoY) Mar,20.3%,18%,38.1%,상
04.13 (Thu), 11:00,cn,무역수지 Mar,$23.93B,$10B,$-9.15B,상
04.13 (Thu), 11:00,cn,수출(YoY) Mar,16.4%,3.2%,-1.3%,상
04.12 (Wed), 17:30,gb,실업률 Feb,4.7%,4.7%,4.7%,상
04.12 (Wed), 17:30,gb,실업수당청구 변동 Mar,,,,상
04.12 (Wed), 17:30,gb,실업수당청구 변동 Mar,25.5K,-3K,-6.1K,상
04.12 (Wed), 10:30,cn,인플레이션율(YoY) Mar,0.9%,1%,0.8%,상
04.11 (Tue), 17:30,gb,인플레이션율(YoY) Mar,2.3%,2.3%,2.3%,상
04.07 (Fri), 22:00,us,미중정상회담 ,,,,상
04.07 (Fri), 21:30,us,비 농장 급여 Mar,98K,180K,219K,상
04.07 (Fri), 21:30,us,실업률 Mar,4.5%,4.7%,4.7%,상
04.07 (Fri), 17:30,gb,무역수지 Feb,￡-3.66B,,￡-2.98B,상
04.06 (Thu), 22:00,us,미중정상회담 ,,,,상
04.06 (Thu), 03:00,us,FOMC 회의록 ,,,,상
04.05 (Wed), 23:00,us,ISM 비제조업 구매자관리자지수(PMI) Mar,55.2,57,57.6,상
04.05 (Wed), 21:15,us,ADP 고용변화 Mar,263K,187K,245K,상
04.04 (Tue), 21:30,us,무역수지 Feb,$-43.6B,$-44.8B,$-48.2B,상
04.03 (Mon), 23:00,us,ISM 제조업 신규 주문 Mar,64.5,,65.1,상
04.03 (Mon), 23:00,us,ISM 제조업 PMI Mar,57.2,57,57.7,상
04.01 (Sat), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Mar,51.2,51.5,51.7,상
03.31 (Fri), 17:30,gb,경제성장률(YoY) 최종 Q4,1.9%,2%,2%,상
03.31 (Fri), 17:30,gb,경제성장률(QoQ) 최종 Q4,0.7%,0.7%,0.5%,상
03.31 (Fri), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Mar,51.8,51.6,51.6,상
03.31 (Fri), 08:00,gb,GFK 소비자 신뢰지수 Mar,-6,-7,-6,상
03.30 (Thu), 21:30,us,경제성장률(QoQ) 최종 Q4,2.1%,2%,3.5%,상
03.29 (Wed), 20:30,gb,Article 50 Brexit Process Starts ,,,,상
03.25 (Sat), 04:30,us,오바마케어 폐지법안 투표 -  Pulled ,,,,상
03.24 (Fri), 21:30,us,내구재 주문 (월간) Feb,1.7%,1.2%,2.3%,상
03.23 (Thu), 23:00,us,신규주택판매 Feb,592K,565K,558K,상
03.23 (Thu), 21:45,us,Fed Yellen Speech ,,,,상
03.22 (Wed), 23:00,us,기존주택판매 Feb,5.48M,5.57M,5.69M,상
03.21 (Tue), 18:30,gb,인플레이션율(YoY) Feb,2.3%,2.1%,1.8%,상
03.21 (Tue), 08:30,us,President Trump Speech ,,,,상
03.17 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Mar,97.6,97,96.3,상
03.16 (Thu), 21:00,gb,영란은행 양적완화 ,￡435B,￡435B,￡435B,상
03.16 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.25%,0.25%,0.25%,상
03.16 (Thu), 21:00,gb,MPC 회의록 ,,,,상
03.16 (Thu), 03:30,us,연준 기자 회견 ,,,,상
03.16 (Thu), 03:30,us,연준 기자 회견 ,,,,상
03.16 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
03.16 (Thu), 03:00,us,연준 기준금리 결정 ,1%,1%,0.75%,상
03.15 (Wed), 21:30,us,인플레이션율(YoY) Feb,2.7%,2.7%,2.5%,상
03.15 (Wed), 21:30,us,핵심물가상승률 (YoY) Feb,2.2%,2.2%,2.3%,상
03.15 (Wed), 21:30,us,월간 소매 판매 Feb,0.1%,0.1%,0.6%,상
03.15 (Wed), 18:30,gb,실업수당청구 변동 Feb,,,,상
03.15 (Wed), 18:30,gb,실업률 Jan,4.7%,4.8%,4.8%,상
03.15 (Wed), 18:30,gb,실업수당청구 변동 Feb,-11.3K,,-41.4K,상
03.10 (Fri), 22:30,us,비 농장 급여 Feb,235K,190K,238K,상
03.10 (Fri), 22:30,us,실업률 Feb,4.7%,4.7%,4.8%,상
03.10 (Fri), 18:30,gb,무역수지 Jan,￡-1.97B,,￡-2.03B,상
03.09 (Thu), 10:30,cn,인플레이션율(YoY) Feb,0.8%,1.7%,2.5%,상
03.08 (Wed), 22:15,us,ADP 고용변화 Feb,298K,190K,261K,상
03.08 (Wed), 15:30,cn,수입(YoY) Feb,38.1%,20.3%,16.7%,상
03.08 (Wed), 15:30,cn,수출(YoY) Feb,-1.3%,12.3%,7.9%,상
03.08 (Wed), 15:30,cn,무역수지 Feb,$-9.15B,$25.75B,$51.35B,상
03.07 (Tue), 22:30,us,무역수지 Jan,$-48.5B,$-48.5B,$-44.3B,상
03.04 (Sat), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Feb,57.6,56.5,56.5,상
03.02 (Thu), 00:00,us,ISM 제조업 PMI Feb,57.7,56,56,상
03.01 (Wed), 11:10,us,President Trump Speech ,,,,상
03.01 (Wed), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Feb,51.7,50.8,51,상
03.01 (Wed), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Feb,51.6,51.1,51.3,상
02.28 (Tue), 22:30,us,GDP 성장률 (분기대비)-추정치 Q4,1.9%,2.1%,3.5%,상
02.28 (Tue), 04:10,gb,GFK 소비자 신뢰지수 Feb,-6,-6,-5,상
02.28 (Tue), 00:00,us,잠정주택판매 (전월대비) Jan,-2.8%,0.8%,0.8%,상
02.27 (Mon), 22:30,us,내구재 주문 (월간) Jan,1.8%,1.7%,-0.8%,상
02.25 (Sat), 00:00,us,신규주택판매 Jan,555K,570K,535K,상
02.23 (Thu), 04:00,us,FOMC 회의록 ,,,,상
02.23 (Thu), 00:00,us,기존주택판매 Jan,5.69M,5.54M,5.51M,상
02.22 (Wed), 18:30,gb,GDP 성장률 2분기 추정치 (분기대비) Q4,0.7%,0.6%,0.6%,상
02.22 (Wed), 18:30,gb,GDP 성장률 2분기 추정치 (전년대비) Q4,2%,2.2%,2%,상
02.15 (Wed), 22:30,us,월간 소매 판매 Jan,0.4%,0.1%,1%,상
02.15 (Wed), 22:30,us,핵심물가상승률 (YoY) Jan,2.3%,2.1%,2.2%,상
02.15 (Wed), 22:30,us,인플레이션율(YoY) Jan,2.5%,2.4%,2.1%,상
02.15 (Wed), 18:30,gb,실업수당청구 변동 Jan,-42.4K,0.8K,-20.5K,상
02.15 (Wed), 18:30,gb,실업률 Dec,4.8%,4.8%,4.8%,상
02.14 (Tue), 18:30,gb,인플레이션율(YoY) Jan,1.8%,1.9%,1.6%,상
02.14 (Tue), 10:30,cn,인플레이션율(YoY) Jan,2.5%,2.4%,2.1%,상
02.11 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Feb,95.7,97.9,98.5,상
02.11 (Sat), 00:00,us,Fed Yellen Testimony SBC ,,,,상
02.11 (Sat), 00:00,us,Fed Yellen Testimony HFSC ,,,,상
02.10 (Fri), 18:30,gb,무역수지 Dec,￡-3.30B,,￡-3.56B,상
02.10 (Fri), 11:00,cn,수입(YoY) Jan,16.7%,10%,3.1%,상
02.10 (Fri), 11:00,cn,수출(YoY) Jan,7.9%,3.3%,-6.1%,상
02.10 (Fri), 11:00,cn,무역수지 Jan,$51.35B,$47.9B,$40.71B,상
02.07 (Tue), 22:30,us,무역수지 Dec,$-44.3B,$-45B,$-45.7B,상
02.04 (Sat), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Jan,56.5,57,56.6,상
02.03 (Fri), 22:30,us,비 농장 급여 Jan,227K,175K,157K,상
02.03 (Fri), 22:30,us,실업률 Jan,4.8%,4.7%,4.7%,상
02.03 (Fri), 21:00,gb,비오이 MPC 투표 하이킹 ,,,,상
02.03 (Fri), 21:00,gb,BOE 인플레이션 보고서 ,,,,상
02.03 (Fri), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Jan,51,51.8,51.9,상
02.02 (Thu), 21:00,gb,영란은행 양적완화 ,￡435B,￡435B,￡435B,상
02.02 (Thu), 21:00,gb,MPC 회의록 ,,,,상
02.02 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.25%,0.25%,0.25%,상
02.02 (Thu), 04:00,us,연준 기준금리 결정 ,0.75%,0.75%,0.75%,상
02.02 (Thu), 00:00,us,ISM 제조업 PMI Jan,56,55,54.5,상
02.01 (Wed), 22:15,us,ADP 고용변화 Jan,246K,165K,151K,상
02.01 (Wed), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Jan,51.3,51.2,51.4,상
01.31 (Tue), 09:05,gb,GFK 소비자 신뢰지수 Jan,-5,-8,-7,상
01.28 (Sat), 04:00,us,연준 기준금리 결정 ,,,,상
01.27 (Fri), 22:30,us,경제성장률(QoQ) 추정 Q4,1.9%,2.2%,3.5%,상
01.27 (Fri), 22:30,us,내구재 주문 (월간) Dec,-0.4%,2.6%,-4.8%,상
01.27 (Fri), 00:00,us,신규주택판매 Dec,536K,588K,598K,상
01.26 (Thu), 18:30,gb,경제성장률(YoY) 예상 Q4,2.2%,2.1%,2.2%,상
01.26 (Thu), 18:30,gb,경제성장률(QoQ) 예상 Q4,0.6%,0.5%,0.6%,상
01.25 (Wed), 08:00,kr,GDP 성장률 (연간) 교수실 Q4,2.3%,2.2%,2.6%,상
01.25 (Wed), 08:00,kr,GDP 성장률(분기대비) 예비치 Q4,0.4%,0.3%,0.6%,상
01.25 (Wed), 00:00,us,기존주택판매 Dec,5.49M,5.52M,5.65M,상
01.24 (Tue), 18:30,gb,경제지표 ,,,,상
01.21 (Sat), 02:00,us,President Trump Speech ,,,,상
01.20 (Fri), 11:00,cn,경제성장률(QoQ) Q4,1.7%,1.7%,1.8%,상
01.20 (Fri), 11:00,cn,경제성장률(YoY) Q4,6.8%,6.7%,6.7%,상
01.18 (Wed), 22:30,us,핵심물가상승률 (YoY) Dec,2.2%,2.2%,2.1%,상
01.18 (Wed), 22:30,us,인플레이션율(YoY) Dec,2.1%,2.1%,1.7%,상
01.18 (Wed), 18:30,gb,실업률 Nov,4.8%,4.8%,4.8%,상
01.18 (Wed), 18:30,gb,실업수당청구 변동 Dec,-10.1K,5.0K,1.3K,상
01.17 (Tue), 20:45,gb,총리 연설 (브렉시트 관련) ,,,,상
01.17 (Tue), 18:30,gb,인플레이션율(YoY) Dec,1.6%,1.4%,1.2%,상
01.14 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jan,98.1,98.5,98.2,상
01.13 (Fri), 22:30,us,월간 소매 판매 Dec,0.6%,0.7%,0.2%,상
01.13 (Fri), 21:00,gb,영란은행 양적완화 ,,,,상
01.13 (Fri), 21:00,gb,비오이 MPC 투표 하이킹 ,,,,상
01.13 (Fri), 21:00,gb,MPC 회의록 ,,,,상
01.13 (Fri), 21:00,gb,영란은행 기준금리 결정 ,,,,상
01.13 (Fri), 11:00,cn,무역수지 Dec,$40.82B,$46.5B,$44.23B,상
01.12 (Thu), 01:00,us,트럼프 대통령 당선자 기자회견 ,,,,상
01.11 (Wed), 18:30,gb,무역수지 Nov,￡-4.17B,,￡-1.55B,상
01.10 (Tue), 10:30,cn,인플레이션율(YoY) Dec,2.1%,2.3%,2.3%,상
01.07 (Sat), 04:00,us,FOMC 회의록 ,,,,상
01.06 (Fri), 22:30,us,실업률 Dec,4.7%,4.7%,4.6%,상
01.06 (Fri), 22:30,us,비 농장 급여 Dec,156K,178K,204K,상
01.06 (Fri), 22:30,us,무역수지 Nov,$-45.2B,$-42.5B,$-42.4B,상
01.06 (Fri), 22:15,us,ADP 고용변화 Dec,,,,상
01.06 (Fri), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Dec,57.2,56.6,57.2,상
01.05 (Thu), 22:15,us,ADP 고용변화 Dec,153K,170K,215K,상
01.05 (Thu), 04:00,us,FOMC 회의록 ,,,,상
01.04 (Wed), 00:00,us,ISM 제조업 PMI Dec,54.7,53.6,53.2,상
01.03 (Tue), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Dec,51.9,50.7,50.9,상
01.01 (Sun), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Dec,51.4,51.5,51.7,상
12.24 (Sat), 00:00,us,신규주택판매 Nov,592K,575K,563K,상
12.23 (Fri), 18:30,gb,경제성장률(YoY) 최종 Q3,2.2%,2.3%,2%,상
12.23 (Fri), 18:30,gb,경제성장률(QoQ) 최종 Q3,0.6%,0.5%,0.6%,상
12.22 (Thu), 22:30,us,내구재 주문 (월간) Nov,-4.6%,-4.7%,4.8%,상
12.22 (Thu), 22:30,us,경제성장률(QoQ) 최종 Q3,3.5%,3.3%,1.4%,상
12.22 (Thu), 09:01,gb,GFK 소비자 신뢰지수 Dec,-7,-8,-8,상
12.22 (Thu), 00:00,us,기존주택판매 Nov,5.61M,5.5M,5.57M,상
12.15 (Thu), 22:30,us,인플레이션율(YoY) Nov,1.7%,1.7%,1.6%,상
12.15 (Thu), 22:30,us,핵심물가상승률 (YoY) Nov,2.1%,2.2%,2.1%,상
12.15 (Thu), 21:00,gb,영란은행 양적완화 ,￡435B,￡435B,￡435B,상
12.15 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.25%,0.25%,0.25%,상
12.15 (Thu), 21:00,gb,MPC 회의록 ,,,,상
12.15 (Thu), 21:00,gb,BoE MPC 투표 삭감 ,,,,상
12.15 (Thu), 04:30,us,연준 기자 회견 ,,,,상
12.15 (Thu), 04:00,us,연준 기준금리 결정 ,0.75%,0.75%,0.5%,상
12.15 (Thu), 04:00,us,FOMC 경제 예측 ,,,,상
12.15 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
12.14 (Wed), 22:30,us,월간 소매 판매 Nov,0.1%,0.3%,0.6%,상
12.14 (Wed), 18:30,gb,실업률 Oct,4.8%,4.8%,4.8%,상
12.14 (Wed), 18:30,gb,실업수당청구 변동 Nov,2.4K,5K,13.3K,상
12.13 (Tue), 18:30,gb,인플레이션율(YoY) Nov,1.2%,1.1%,0.9%,상
12.10 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Dec,98,94.5,93.8,상
12.09 (Fri), 18:30,gb,무역수지 Oct,￡-1.97B,,￡-5.81B,상
12.09 (Fri), 10:30,cn,인플레이션율(YoY) Nov,2.3%,2.2%,2.1%,상
12.08 (Thu), 12:30,cn,수입(YoY) Nov,6.7%,-1.3%,-1.4%,상
12.08 (Thu), 12:30,cn,수출(YoY) Nov,0.1%,-5.0%,-7.3%,상
12.08 (Thu), 12:30,cn,무역수지 Nov,$44.61B,$46.3B,$49.06B,상
12.06 (Tue), 22:30,us,무역수지 Oct,$-42.6B,$-41.8B,$-36.2B,상
12.06 (Tue), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) Nov,57.2,55.4,54.8,상
12.02 (Fri), 22:30,us,비 농장 급여 Nov,178K,175K,142K,상
12.02 (Fri), 22:30,us,실업률 Nov,4.6%,4.9%,4.9%,상
12.02 (Fri), 00:00,us,ISM 제조업 PMI Nov,53.2,52.2,51.9,상
12.01 (Thu), 10:45,cn,Caixin 제조업 구매자관리자지수(PMI) Nov,50.9,50.8,51.2,상
12.01 (Thu), 10:00,cn,NBS 제조업 구매자관리자지수(PMI) Nov,51.7,51,51.2,상
11.30 (Wed), 22:15,us,ADP 고용변화 Nov,216K,165K,119K,상
11.30 (Wed), 09:05,gb,GFK 소비자 신뢰지수 Nov,-8,-4,-3,상
11.29 (Tue), 22:30,us,경제성장률(QoQ) 2차 추정치 Q3,3.2%,3%,1.4%,상
11.25 (Fri), 18:30,gb,GDP 성장률 2분기 추정치 (분기대비) Q3,0.5%,0.5%,0.7%,상
11.25 (Fri), 18:30,gb,GDP 성장률 2분기 추정치 (전년대비) Q3,2.3%,2.3%,2.1%,상
11.24 (Thu), 04:00,us,FOMC 회의록 ,,,,상
